BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5916911,1524145611,0,1,0,0,0,41,1707,83,2,102,1404,2044,28,0
14701492,1658565675,0.429558835,1,1,1,1,115,2738,61,1,81,2121,5632,56,1
5720347,1524145611,0,1,0,0,1,54,907,56,2,73,1523,2967,0,0
5955413,1524145611,0,1,0,0,0,41,1489,69,2,30,1562,2604,55,0
15450240,1645726171,0.43114089,1,1,1,1,155,728,25,1,43,2390,3656,56,1
5582768,1524145611,0,1,0,0,0,30,1934,32,2,44,1899,2224,0,0
15450240,1661999151,0.472942649,1,1,1,1,121,1153,67,3,89,1626,4720,58,1
15450240,1653839975,0.476424527,1,1,0,1,58,849,66,3,160,1419,3046,28,1
15450240,1528527250,0.011124016,0,0,0,1,30,1548,74,3,81,1419,4833,25,0
15450240,1659112346,0.491573719,1,1,1,1,99,3850,28,1,79,1618,5136,54,1
6006764,1524145611,0,1,0,0,0,41,977,28,3,67,1490,2429,24,0
5718042,1524145611,0,1,0,0,1,48,1567,32,2,103,1504,2726,27,0
15450240,1643027314,0.445598218,1,1,1,1,37,1868,55,1,220,2791,6144,58,1
