BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5585761,1524145611,0,1,0,0,0,30,1537,47,2,30,1617,2124,0,0
5829659,1524366448,0,0,0,0,1,40,1630,74,2,73,1636,2491,28,0
15450240,1524145611,0,0,0,0,1,111,2546,57,1,99,1442,5488,24,0
5497857,1527953547,0,0,0,0,1,54,2015,65,1,45,3139,3813,25,0
15450240,1661999151,0.457429634,1,1,1,0,50,3313,75,2,57,1560,3142,56,1
15450240,1661999151,0.488811228,1,1,1,1,189,2167,87,1,111,1802,3969,57,1
5468684,1524145611,0,0,0,0,1,44,1510,418,1,51,1558,2035,27,0
14938297,1524145611,0,0,0,0,1,30,1625,72,2,78,1233,4661,58,0
5840923,1524145611,0,1,0,0,1,41,2937,64,1,121,1686,3933,31,1
5468684,1525757904,0.020059241,0,0,0,1,38,1638,49,1,102,1259,3828,25,0
5972866,1524963103,0,1,0,0,0,44,1122,56,2,69,1434,2572,30,0
6404051,1525110361,0.475789259,1,1,1,1,41,3850,72,3,75,1325,4175,1,1
15450240,1661999151,0,1,1,0,1,38,1643,50,1,92,1527,5988,26,1
5553821,1524145611,0,1,0,0,1,61,1429,26,1,77,1457,2551,26,0
6124661,1532116312,0,1,0,0,1,37,1693,47,2,30,1603,3864,26,0
15450240,1656561703,0.478373443,1,1,1,1,89,1039,58,1,67,1390,4107,56,1
15450240,1651428135,0.474377629,1,1,1,1,46,2751,410,1,153,1755,3804,60,1
15450240,1589994618,0.499117607,0,0,0,1,38,972,26,3,46,1662,4482,55,0
5484898,1524145611,0,1,0,0,1,61,1527,30,2,57,1766,4103,28,0
15450240,1645373719,0.424571067,0,0,0,1,115,1072,74,3,69,1713,5610,51,1
6055044,1528326828,0.022881542,0,0,0,1,49,1601,54,2,87,1788,3126,26,0
6527184,1661999151,0,1,0,0,1,36,1647,14,2,115,1524,2877,6,0
15450240,1639032525,0.505959221,1,1,1,1,89,932,32,1,93,1687,5796,52,1
15450240,1526934675,0.491722432,1,1,0,1,36,1251,48,1,114,1433,3103,52,1
15450240,1568921835,0,1,1,0,1,56,1103,69,2,34,1240,2024,53,1
15450240,1647238199,0.446165671,1,1,1,1,114,1437,44,1,104,2416,4600,22,1
5468684,1659688006,0.499719837,1,1,1,1,68,910,37,3,82,1515,2190,28,0
6401336,1524145611,0,1,0,0,1,50,1613,37,1,212,1439,2795,25,0
15450240,1642737865,0.525722847,1,1,1,1,57,1214,53,1,121,1765,2999,59,1
5504124,1528264593,0,1,0,0,1,47,1035,28,3,56,1568,3547,27,0
15450240,1661736351,0.548467827,1,1,1,1,47,1372,77,1,81,1591,3372,26,1
14290309,1574075121,0,0,0,0,0,43,3843,83,1,88,1598,3580,0,0
6495147,1528687111,0,1,0,0,1,34,1072,65,2,111,2068,3791,26,0
15450240,1536210525,0.439497606,1,1,1,1,131,1245,38,1,31,1640,5625,28,1
15450240,1645159134,0.456455846,1,1,1,1,106,1790,60,1,183,1848,6257,56,1
13294983,1661999151,0,1,0,0,0,70,1570,33,1,63,1806,3243,58,0
15450240,1653667275,0.470532384,1,1,1,1,36,2727,60,1,87,2891,4532,58,1
6385745,1525810571,0,0,0,0,1,30,1605,68,1,111,1564,2540,26,0
6115051,1525372888,0,1,0,0,0,30,1781,47,1,58,1318,1702,0,0
5555923,1661999151,0.494636942,1,1,1,1,37,3850,88,3,68,1885,5467,57,1
15450240,1655661979,0.438521271,1,1,1,1,50,1649,84,1,45,1614,1865,53,1
15450240,1630187720,0.428506964,1,1,1,1,117,2589,41,3,145,2968,4115,56,1
5756340,1524145611,0,1,0,0,1,71,1274,66,2,95,1391,1701,0,0
15421106,1661241960,0.483226029,1,1,1,1,102,859,65,1,95,1573,2408,55,1
14236073,1660573816,0.415564595,1,1,1,1,112,1350,57,1,83,1787,6278,53,1
15450240,1661999151,0.467217815,1,1,1,1,118,1832,30,1,78,3098,6651,51,1
15450240,1654014631,0.437179272,1,1,1,1,106,1037,75,1,116,1759,6844,57,1
6392494,1527034025,0.037861561,1,0,0,0,116,1759,52,2,84,2453,3293,0,0
