BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
6065553,1525714127,0.445222531,0,0,0,0,30,1338,44,1,51,1108,2469,24,0
5468684,1524145611,0,1,0,0,1,43,1589,60,3,68,1370,2615,23,0
5536999,1524145611,0,1,0,0,1,45,1702,53,2,65,1567,3331,0,0
15450240,1653161074,0,1,1,1,1,41,3171,50,1,70,2166,3860,55,1
15450240,1660876232,0.499872738,1,1,1,1,189,1559,75,3,91,1818,5858,55,1
15450240,1654035390,0.566024981,1,1,0,1,36,2169,22,2,100,1619,2355,0,0
15450240,1653937098,0,1,1,1,1,95,3850,68,3,173,1560,5030,55,1
5468684,1524145611,0,1,0,0,1,34,1256,66,2,110,1499,3017,0,0
15450240,1653171947,0.452661783,1,1,1,1,51,2346,81,1,108,1695,5154,55,1
6345176,1528340979,0,1,0,0,0,47,1525,80,2,93,1494,1992,28,0
5994243,1638178982,0,1,0,0,0,124,2838,77,2,193,1661,4870,26,0
15450240,1526472830,0,1,1,0,1,42,1050,60,2,121,1510,3255,23,1
6462304,1605106353,0,1,0,1,1,120,1566,52,2,80,1746,2756,53,1
12949789,1645859937,0,1,0,0,0,34,1584,26,3,71,1169,4858,24,0
6203983,1524145611,0,0,0,0,1,102,1509,82,3,79,1616,3733,26,0
15450240,1647473041,0.508423212,1,1,1,1,44,2494,30,1,97,2854,5000,54,1
6336977,1525267099,0,1,0,1,1,41,1745,69,3,120,1402,2849,0,0
6210325,1524145611,0,1,0,0,1,30,939,64,2,90,1470,4921,0,0
5468684,1535348590,0,1,0,0,1,49,886,58,2,112,1268,2335,0,0
5870915,1524145611,0,1,0,0,0,70,1173,62,2,53,1528,3966,0,0
15450240,1657065035,0.457694255,1,1,1,1,90,1649,44,1,105,1487,2962,58,1
5904897,1524145611,0.005186516,1,0,1,1,55,2272,28,1,69,1515,2924,57,1
15450240,1637963505,0.417832867,1,1,1,1,53,1171,79,2,50,1504,4848,56,1
6091172,1524145611,0,1,0,0,0,34,850,80,2,73,1313,1497,0,0
15450240,1650358070,0.584015067,1,1,1,1,122,2891,66,3,66,2491,4488,57,1
6277305,1524145611,0,1,0,1,1,36,1000,87,1,89,1231,3008,29,0
15450240,1642365884,0.533234051,1,1,1,1,88,1895,44,1,75,1636,4231,53,1
5828867,1524222266,0,0,0,0,1,51,1582,21,2,119,1404,3040,25,0
5679420,1524145611,0.00039232,1,1,0,1,65,1403,48,2,87,1542,2421,56,1
6366348,1524145611,0,1,0,0,0,46,1596,71,2,113,1775,921,32,0
15450240,1654475147,0.414660404,1,1,1,1,105,1566,70,3,109,3057,6784,52,1
15450240,1657290812,0.512334476,1,1,1,1,53,2834,44,1,134,1709,5295,58,1
15450240,1646059149,0.46305726,1,1,1,1,48,1824,47,1,64,1264,2852,54,1
5805227,1524145611,0,1,0,0,1,49,1619,69,2,83,1298,2734,26,0
15450240,1524145611,0,1,0,0,1,41,1631,81,2,104,1545,2548,61,1
5468684,1524145611,0.006077381,0,0,0,1,45,1353,53,3,62,1558,3968,0,0
15450240,1524145611,0.001238005,1,0,1,1,39,1520,25,3,91,1562,2956,52,1
15450240,1661999151,0.55603556,1,1,1,1,38,2775,63,1,66,1727,6136,51,1
6683489,1524145611,0,1,0,0,1,35,2151,57,2,97,2854,3156,29,0
6240586,1527307352,0,0,0,0,1,37,1563,2,3,79,1515,4971,30,0
6300559,1661999151,0.524992155,1,1,1,1,42,2850,47,1,99,1521,6595,30,1
6214324,1645298175,0.607324778,1,0,1,1,55,2356,61,1,100,1214,2550,59,1
6116945,1525261578,0,1,0,0,1,62,1671,44,1,99,1027,921,24,0
5468684,1524145611,0,0,0,0,1,73,1708,71,2,30,1559,2837,0,0
5705652,1526960201,0.000586947,1,0,1,1,44,1100,45,1,118,3002,2671,56,0
14579370,1658763784,0.488888801,1,1,1,1,43,1746,58,2,111,1539,3710,25,0
15450240,1524145611,0.479606358,1,1,1,1,108,2549,84,2,96,1447,2943,0,1
15450240,1661647216,0.584664888,1,1,1,1,108,2285,37,1,97,2846,4989,50,1
5704806,1528915289,0,1,0,0,1,38,1232,77,3,68,1568,2211,0,0
5986083,1524145611,0,1,0,0,1,69,1704,76,2,115,1545,2611,27,0
6005422,1524145611,0.015962771,1,0,0,1,71,1099,67,1,75,1300,2211,25,0
15450240,1577766911,0.509238608,1,1,1,1,83,2633,53,3,87,1753,5012,54,1
13149041,1525250530,0,0,0,0,1,37,969,46,2,89,2584,4909,62,0
5468684,1524145611,0,1,0,1,1,34,1447,86,1,256,1464,2014,53,1
5746990,1524145611,0,1,0,0,0,32,1446,74,3,42,2649,2009,25,0
5807911,1524145611,0.005912641,1,0,0,1,60,1346,59,2,93,1337,2798,53,0
