BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
14132560,1524145611,0,1,1,0,0,35,3850,72,1,93,2534,2810,27,0
6110613,1524145611,0.025036706,1,1,0,1,57,1198,55,1,80,1011,921,56,1
5468684,1524145611,0,1,0,0,0,41,1651,32,3,83,1505,1816,24,0
5705130,1642783320,0,1,0,1,1,39,994,69,1,92,1451,2502,26,0
5468684,1530513579,0,1,0,0,0,43,1629,43,3,84,1484,3349,0,0
5954754,1524145611,0,1,1,0,1,46,1573,418,2,95,1372,2595,24,0
6025314,1524145611,0,1,0,0,1,47,1605,70,2,95,1533,3019,28,0
6180170,1524145611,0,1,0,0,1,70,1038,77,2,94,2408,5680,50,0
15450240,1644976243,0.456192071,1,1,1,1,41,2447,59,1,113,2886,6005,55,1
5468684,1525996942,0.009745793,1,0,0,1,34,1455,9,2,82,1370,2272,30,0
5918206,1524145611,0,1,0,0,0,35,984,61,2,109,1574,3085,25,0
5901579,1590677548,0,1,0,0,1,44,1564,17,1,74,1414,2002,65,0
5694112,1524145611,0,0,0,0,1,43,1089,50,2,107,1594,1312,27,0
5890362,1524145611,0,1,0,0,1,65,1497,80,2,65,1644,2599,0,0
5468684,1524145611,0.027993389,0,0,0,1,66,1061,41,1,83,2296,1842,0,0
5871000,1524145611,0,1,0,0,1,46,1560,42,3,102,1370,2480,34,0
5647003,1651263274,0.019676904,1,1,0,1,40,915,67,1,30,1115,2866,55,1
6052321,1552061986,0,1,0,1,1,62,1514,62,1,55,1554,2570,26,1
15450240,1660136773,0,1,1,1,1,41,1282,60,1,171,1449,1942,53,1
5924283,1530451312,0,1,0,0,0,40,660,69,1,90,1429,3144,50,0
15450240,1524145611,0,1,0,0,1,62,1223,46,3,135,1669,3715,24,0
6346190,1524145611,0.008772316,1,0,0,0,104,1738,78,2,88,1254,2049,27,0
6222630,1611908444,0,1,0,0,1,34,1757,24,1,126,1709,3231,0,0
15279104,1524145611,0,1,1,1,1,30,1393,30,1,92,1345,1625,1,1
15450240,1661999151,0.478727133,1,1,1,1,67,1643,26,1,106,1694,4164,56,0
6094297,1524145611,0,1,0,1,1,112,1630,71,3,83,1785,2173,0,0
5731082,1629630782,0,1,0,0,0,71,1365,26,2,91,1587,2392,22,0
15450240,1641290411,0.466230249,1,1,1,1,47,1055,55,1,87,2048,5696,27,1
15450240,1529113347,0.510277471,1,0,0,1,41,1486,76,2,103,1601,5365,0,0
15450240,1638427304,0.520914839,1,1,1,1,96,2524,84,1,49,2724,4125,56,1
5468684,1656687376,0,1,0,1,1,103,1033,13,1,30,1302,2667,31,1
15450240,1656340653,0.525165587,1,1,1,1,112,2759,63,1,109,1700,4578,56,1
5843863,1527931238,0,1,0,0,0,69,2024,50,2,85,1436,1935,27,0
15450240,1661999151,0,1,1,0,1,45,1758,19,2,82,2953,3745,27,1
15450240,1650407237,0.461201939,1,1,1,1,189,2705,91,1,110,1722,6083,52,1
5843646,1661999151,0.485697819,1,1,1,1,47,1072,77,1,56,1331,3745,52,1
15450240,1652783998,0.513642044,1,1,1,1,89,982,52,1,96,1533,5245,59,1
15450240,1652236834,0,1,1,1,1,69,2369,66,1,104,1780,5351,23,0
15450240,1649339454,0.525867462,1,1,1,1,43,2275,75,1,102,3248,3685,58,1
5681381,1524145611,0,0,0,0,1,54,981,69,2,83,1432,1262,0,0
15450240,1647385492,0.582594981,1,1,0,1,70,1106,34,1,118,2681,3399,57,1
6433160,1593979039,0.014004116,1,0,0,1,42,2644,44,1,86,1391,2345,27,0
15450240,1655444279,0.468080337,1,1,1,1,32,3850,42,3,142,1844,5101,27,1
6021221,1524145611,0,1,0,0,0,67,1518,80,1,100,1490,2076,61,0
15450240,1646608983,0.571722633,1,1,1,1,94,1715,58,1,155,1243,2581,53,1
6110417,1524145611,0,1,0,0,1,48,1685,33,3,68,1331,1404,23,0
15450240,1661999151,0.562007198,1,1,1,1,35,2881,66,1,112,1620,4929,57,1
15450240,1641984456,0.49423144,1,1,1,1,157,1024,68,1,67,1474,3650,52,1
6665704,1524145611,0.000268331,1,1,0,1,35,1456,56,2,95,1287,2651,27,1
5903099,1647578959,0.01483707,1,0,1,1,86,1566,34,2,74,1298,2402,59,1
6481538,1525917197,0.001902685,1,0,0,1,38,1534,44,2,92,1616,2590,27,0
5468684,1574159689,0,0,0,0,1,36,1400,64,2,63,1085,921,0,0
6430914,1644505005,0,1,1,0,1,47,1770,13,3,120,1594,2368,56,1
6082561,1524145611,0.003837392,1,0,0,0,40,1525,59,2,31,1182,2396,0,0
15450240,1529904310,0,1,0,0,1,88,932,56,2,88,1633,3317,29,0
6181156,1524145611,0,1,0,0,1,48,1135,77,2,67,1707,4221,25,0
6188091,1528146202,0,0,0,0,1,38,1726,74,2,69,1644,2231,24,0
5693770,1661999151,0,0,0,0,1,100,1985,68,1,96,1489,3037,25,0
5953628,1530283984,0,1,0,0,0,44,1690,49,2,36,1746,3354,27,0
5480862,1525442476,0,0,0,0,1,62,1711,60,1,101,1505,2477,26,0
5468684,1525044970,0,0,0,0,1,38,2387,46,2,51,1449,2716,27,0
15450240,1524145611,0,1,0,1,1,58,1524,23,1,105,1644,3730,0,0
5837870,1524145611,0.011235999,1,0,0,1,52,921,48,2,97,1582,2000,0,0
15450240,1639242585,0.545118159,1,1,1,1,42,987,32,1,274,1677,4057,57,1
15450240,1650864430,0.512110764,1,1,1,1,97,1763,64,1,254,2721,6110,52,1
6378674,1526133068,0,1,0,0,1,36,1420,66,1,37,1287,3172,0,1
5780573,1524786427,0,1,1,0,1,60,1463,69,1,131,1491,2555,55,0
5468684,1553516255,0,1,0,1,1,45,1560,81,2,94,1659,3368,22,0
6198149,1528640435,0,1,0,0,1,36,823,75,1,96,1487,1053,25,0
15450240,1655060845,0.428318855,1,1,1,1,54,1127,80,2,83,1750,4575,52,1
15450240,1661999151,0,1,1,1,1,41,3850,45,1,30,2629,6047,52,1
15450240,1650073138,0.562483216,1,1,1,1,71,2404,27,1,227,1417,4245,57,1
15450240,1613286351,0,1,0,0,0,69,3432,56,1,79,1672,3059,29,0
15450240,1654369405,0.537947276,1,1,1,1,97,2652,74,1,86,1414,5003,59,1
