BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
15450240,1653509676,0.508607067,1,1,1,1,44,3178,56,1,94,1678,4394,25,1
6322007,1524880047,0,1,0,0,1,32,1720,34,2,81,1339,2810,0,0
5961776,1525702201,0.003511735,1,0,0,0,44,1624,70,2,46,1514,2435,26,0
15450240,1660554766,0.466710002,1,0,0,0,114,2325,20,2,70,2679,3398,54,1
15450240,1645859144,0.538264141,1,1,1,1,65,2417,75,1,214,2512,1520,61,1
15450240,1657643840,0.515557775,0,1,0,1,108,2639,52,3,137,2990,6275,53,1
15450240,1525135267,0,1,1,1,1,92,1146,19,1,162,1647,3358,26,1
15020655,1644367460,0,1,0,0,1,60,1365,77,2,105,1644,2742,26,1
15450240,1650810689,0,1,0,0,0,71,997,64,1,91,2577,4469,56,0
10318755,1524145611,0,1,0,0,1,43,1497,38,1,39,1551,2592,25,0
10620876,1525207855,0,1,0,0,1,30,1054,21,1,57,1349,2535,0,1
6275585,1532204425,0,1,0,0,1,124,2370,50,2,67,1303,2382,22,0
15450240,1658449677,0.45546206,1,0,1,1,110,1110,56,1,77,1701,5493,31,0
14903321,1525846642,0,1,0,0,0,43,1790,46,3,30,1616,2491,0,0
5889841,1524145611,0,0,0,0,1,56,887,76,2,91,1640,1532,26,0
15450240,1661999151,0.471685884,1,0,1,1,50,1602,19,1,57,1488,3435,27,1
15450240,1652425019,0.433135028,1,1,1,1,47,1206,44,1,224,1638,4574,59,1
15450240,1533329523,0.428807526,1,1,1,1,165,1570,61,3,59,1554,5276,53,1
15450240,1563246838,0,1,1,1,1,54,1378,59,3,159,1339,2002,25,0
15450240,1634354666,0.438276578,1,1,1,1,47,1399,60,1,88,1951,6111,53,1
15450240,1609187810,0.492900158,1,1,1,1,106,1623,79,1,157,1116,2553,59,1
15450240,1650588762,0.541832367,1,1,1,1,48,1693,39,1,97,2547,1798,55,1
5853028,1524145611,0,1,0,0,0,68,1720,67,2,101,1699,2864,0,0
15225765,1655455647,0.455069204,1,1,0,1,123,1708,75,1,84,1470,4935,60,1
15450240,1646317375,0.535933694,1,1,1,1,73,2335,81,3,133,2862,4332,50,0
6317830,1524145611,0,1,0,0,1,62,1587,18,2,154,1501,2457,30,0
6058448,1530419540,0.007129129,0,0,0,1,30,1000,34,2,83,1291,2184,27,0
15450240,1524145611,0.010198344,1,0,0,0,66,1596,53,1,67,2107,3958,28,0
15450240,1659668371,0.011655753,1,1,0,0,55,2365,67,1,246,1517,1882,49,0
6274051,1526000987,0.007618152,0,0,0,1,40,1159,54,2,85,1652,1722,0,0
15007551,1626906093,0.542845599,1,1,1,1,120,1658,72,1,53,1678,4646,53,1
15450240,1655697749,0.497537964,1,1,1,1,119,1552,45,1,171,2914,4413,48,1
5535244,1524712881,0,0,0,0,1,35,976,30,2,82,1276,2718,55,0
15450240,1659440342,0.454510842,1,1,1,1,55,1693,53,1,97,1601,2013,51,1
5902287,1524145611,0,1,1,0,1,57,1764,64,2,99,1367,3185,25,1
5963368,1524145611,0,1,0,0,1,30,1670,74,2,91,1448,2980,0,0
5744841,1651963005,0,0,0,0,1,38,872,64,2,210,1397,2396,25,0
5468684,1524145611,0,1,0,0,1,59,1604,63,3,120,1130,2319,0,1
15450240,1644258506,0.510966182,1,1,1,1,84,2601,52,3,69,2787,2931,54,1
15450240,1657547647,0.491904454,1,1,1,1,126,2912,78,1,85,1517,7187,54,1
15450240,1657123344,0.51645722,1,1,1,1,93,3321,37,3,80,1519,4588,26,1
6010681,1524145611,0,1,0,0,0,36,1466,69,2,108,1593,1080,24,0
15450240,1649828408,0.526236095,1,1,1,1,188,2820,65,2,86,2090,4048,55,1
5945054,1527662792,0,1,1,1,1,91,1567,22,1,99,1625,4273,59,1
6230826,1524865788,0,1,0,0,0,37,1790,294,1,75,2227,2642,26,0
5893236,1524145611,0,1,0,0,1,42,860,63,2,72,1497,1921,26,0
6133465,1524236223,0,0,0,0,1,31,1002,47,3,40,1368,2235,0,0
15450240,1636307971,0.495056562,1,1,1,1,109,1435,69,1,113,1527,4397,55,0
5640315,1524145611,0,1,0,0,1,65,3091,71,3,99,1419,2478,28,0
5676050,1529554243,0,1,1,0,1,33,1117,61,2,106,1442,1967,25,0
5918610,1524157679,0,1,0,0,1,43,1125,54,3,97,1332,3043,0,0
5468684,1524145611,0.440721896,1,0,1,1,31,1010,54,2,104,1483,1694,23,0
15450240,1656556289,0.479307746,1,1,1,1,103,2549,73,3,112,1360,6282,53,1
5468684,1661999151,0,1,1,0,1,47,1397,40,3,58,1451,3492,55,0
15450240,1649273220,0.509320269,1,1,1,1,45,833,78,1,122,2179,4505,59,1
15450240,1644686313,0.500279608,1,1,1,1,45,1093,59,1,128,2398,1269,54,1
15450240,1634464990,0.583378824,1,1,1,1,189,3424,53,1,72,1644,2690,53,1
15450240,1647001076,0,1,0,1,1,45,1092,53,1,51,1996,2799,26,1
5630045,1660488864,0,1,1,0,1,58,1062,66,1,31,1405,4113,23,0
15450240,1661999151,0.482557078,1,1,1,1,46,1704,69,1,50,1509,1186,55,1
15450240,1645360386,0.00247883,1,0,0,0,49,2849,26,3,111,2009,4610,55,0
15450240,1651840421,0.477383059,1,1,1,1,116,2290,15,3,117,1808,6757,50,1
15450240,1565085424,0.00404687,0,0,0,1,72,2760,57,2,60,1642,5325,27,0
15450240,1661999151,0.546934012,1,1,1,1,117,2536,81,1,111,1418,3368,53,1
