BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5821276,1525393344,0,1,0,0,1,63,1442,5,2,97,2541,1694,22,0
6278883,1530455027,0,1,0,0,1,34,1549,53,2,108,1670,3873,31,0
6439050,1585772463,0,0,0,0,1,54,1069,79,1,94,1729,4411,27,0
6175410,1524145611,0,1,0,0,1,57,986,65,2,74,1536,2765,27,0
15240811,1610359538,0,1,1,0,1,42,1540,51,1,141,1414,2558,55,0
5738262,1524145611,0,0,0,0,1,72,1095,68,2,106,1720,3127,23,0
15413089,1651835323,0.462416785,1,1,1,1,86,1577,49,1,161,1428,4064,52,0
15450240,1648086968,0.521068097,1,1,1,1,124,2388,74,1,169,2796,5865,52,1
15450240,1660188396,0.397181684,1,1,1,1,35,1655,49,1,90,1592,2455,52,1
6096072,1524145611,0,1,0,0,1,37,959,80,2,53,1364,2733,23,0
6249968,1645372223,0,1,0,1,1,124,1436,11,1,78,1556,2000,29,0
5468684,1525655973,0,0,0,0,1,41,1500,67,3,119,1665,4311,50,0
6029974,1524145611,0,1,0,0,0,39,1521,2,2,206,1673,1211,28,0
5927264,1526045214,0,0,0,0,1,64,1663,68,1,111,1811,2484,0,0
15450240,1645655786,0.493239423,1,1,1,1,35,1448,65,1,200,1521,3848,56,1
5468684,1524145611,0,1,1,0,1,68,1682,19,1,43,1141,3547,0,0
5725621,1533457649,0,0,0,0,1,34,1109,68,1,65,1131,1445,25,0
15450240,1639971152,0.462250781,1,1,1,1,40,1143,56,1,89,1605,3634,57,1
5982447,1531474829,0,1,1,0,1,40,1652,87,2,97,1440,3498,0,0
15450240,1524145611,0,1,0,1,1,40,1381,51,1,59,2887,2160,0,0
15450240,1533415109,0.516054678,0,0,0,1,65,956,74,1,104,1514,1429,0,1
5744876,1524145611,0,1,0,0,0,68,1471,48,2,37,1258,1819,29,0
5468684,1524145611,0,1,0,0,1,50,1600,43,1,105,1435,1392,28,0
5940541,1524145611,0,1,0,0,1,57,807,75,2,50,1339,1042,0,0
15130388,1651226699,0,0,0,0,1,34,2345,17,3,34,1165,2073,57,0
15187024,1638966978,0.509803052,1,1,1,1,125,1470,64,1,110,3044,6243,53,1
6190036,1534859517,0.021730126,1,0,0,1,41,1338,69,1,99,1503,1466,23,0
5496292,1530769422,0,1,0,0,1,46,1215,68,1,49,1382,2929,27,0
15450240,1649746179,0.452475901,1,0,0,0,36,990,38,1,98,1625,5841,54,0
15450240,1646331899,0.475778504,1,1,1,1,41,900,52,3,69,1713,5164,54,1
15450240,1649087364,0.527996353,1,1,1,1,108,1911,59,1,81,1687,4267,55,1
15450240,1654348720,0.414111432,1,1,1,1,40,2695,54,1,294,2673,5137,52,1
6308369,1524145611,0.006839455,1,0,0,1,44,1535,22,1,43,1668,2808,52,0
11929285,1657952615,0,1,1,1,1,46,1519,68,1,105,2733,3250,28,1
15450240,1524145611,0,1,0,0,1,41,878,77,1,100,1604,2553,50,0
5546793,1524307255,0,1,0,0,0,34,830,60,2,66,1507,2064,0,0
6393938,1525456279,0,1,0,0,1,49,1626,60,2,92,1236,2243,26,0
5887507,1524145611,0,1,0,0,1,65,1647,52,1,73,1373,2782,23,0
5723380,1527753883,0,1,0,0,1,40,1009,69,2,71,1419,2852,27,0
15174739,1642275301,0,1,0,0,1,127,1089,44,2,91,1742,4627,57,0
15450240,1554383213,0,1,1,0,1,39,893,30,1,71,1723,4407,23,1
15450240,1658286736,0.580806662,1,1,1,1,48,2534,70,1,114,1788,4768,59,1
5613420,1524145611,0.013154939,1,0,0,1,66,1102,55,1,101,2790,2620,0,0
15450240,1650321529,0.560928793,1,1,1,1,50,1555,87,1,68,2695,4638,53,1
6056283,1524145611,0,1,1,0,1,30,815,91,2,73,1551,2347,0,0
6078143,1524145611,0,1,0,0,1,30,1014,41,2,74,1521,4073,0,0
5865248,1524145611,0.568561785,1,0,0,1,44,1360,44,2,81,1651,3786,26,0
5468684,1524145611,0,0,0,0,1,41,1075,64,2,89,1231,2420,27,0
14632237,1651358168,0,0,0,0,1,36,1401,70,1,112,1588,994,27,0
5908386,1524145611,0.01267891,1,0,0,0,38,1489,50,1,59,1271,1506,26,0
15450240,1642238120,0,0,0,0,1,37,1667,22,1,96,2483,3713,2,0
6464557,1525837430,0,1,0,0,0,33,1600,78,2,77,1458,2600,27,0
5468684,1524145611,0,1,0,0,1,123,1458,58,2,56,2558,3490,0,0
5468684,1524145611,0.030459436,1,0,0,1,58,936,56,2,54,1594,1917,0,0
15450240,1652539117,0.546925628,1,1,1,1,46,3850,50,1,217,2992,6589,51,1
5772509,1558256812,0,0,0,0,1,48,2727,45,2,87,1380,1007,26,0
15353470,1661999151,0.531585316,1,1,1,1,46,1412,35,1,104,2772,3182,55,0
15450240,1646431499,0.010082094,1,1,1,1,68,2373,52,1,219,1507,5291,60,1
6203615,1639567726,0,0,0,0,1,44,1625,60,2,107,3004,3043,0,0
15450240,1656488317,0,0,1,0,1,116,1041,58,1,222,1345,4347,53,1
14662117,1661999151,0.531426062,1,1,1,1,109,1958,74,2,146,1161,4792,53,1
