BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5669725,1524145611,0.002244586,1,0,0,1,46,972,45,3,49,1432,2732,28,0
15450240,1661999151,0,1,0,0,1,70,1632,7,2,111,2797,2506,51,1
6647922,1529374179,0,1,0,0,1,44,1899,54,2,56,1445,4116,29,0
6101008,1661999151,0.439531446,1,0,1,1,99,1475,64,2,38,1302,4067,30,1
15450240,1661999151,0.507182636,1,1,1,1,119,1628,30,3,81,1894,4858,51,1
14957187,1637132098,0.435394459,1,1,1,1,111,1640,84,1,76,1421,3223,58,1
15450240,1642794852,0.53634642,1,1,1,1,109,3850,66,1,72,1350,5755,48,1
5925926,1524145611,0,1,0,0,0,46,1445,47,2,58,1305,1598,0,0
15450240,1661999151,0.51424904,1,1,1,1,115,3850,32,1,92,1595,6533,55,1
6157746,1524434650,0.004644361,1,0,0,0,107,1536,75,1,55,1487,3423,0,0
10545700,1524145611,0,1,0,0,1,76,1099,59,2,104,1509,1293,24,1
15450240,1650652478,0.478466088,1,1,1,1,95,3675,63,1,120,2499,4110,58,1
5748644,1525615258,0.464860581,1,0,0,1,30,3850,79,2,74,1483,5056,54,0
15450240,1654005267,0.434746816,1,1,0,1,44,2868,83,1,49,3018,6402,59,1
5991811,1525753256,0.537979797,1,0,0,0,61,1016,55,1,35,1621,2465,29,0
15450240,1647313731,0.590265051,1,1,0,1,48,2319,40,1,41,1251,4369,28,1
15450240,1661999151,0.485649708,1,1,1,1,46,2116,59,3,86,1723,3250,59,1
15450240,1653077020,0.51304089,1,1,0,0,50,2268,79,1,112,1641,5564,53,0
5468684,1524145611,0,0,0,0,0,97,2511,63,3,112,1567,5882,0,0
15450240,1527877039,0,1,1,1,1,30,1351,22,1,85,1803,2603,55,0
5497507,1524145611,0,1,0,0,1,37,1791,74,3,76,944,2189,0,0
6029832,1526035855,0,1,0,0,0,39,1623,38,1,65,1665,2363,26,0
14793192,1647666248,0.470156269,1,1,1,1,114,1616,84,1,246,2742,3981,57,1
5884636,1524145611,0,1,0,0,0,40,3850,43,2,78,1586,3497,4,0
15450240,1650928437,0.496669046,1,1,1,1,108,2705,80,1,85,1785,5577,57,1
15450240,1641433100,0.532042009,1,1,1,1,45,1790,56,3,89,1560,4735,63,1
15450240,1641012591,0.478303796,1,1,1,1,68,1195,53,1,260,1635,4337,55,1
5468684,1524198164,0.00723758,1,0,1,1,30,1304,19,2,81,1539,2476,28,0
5468684,1524153153,0,0,0,0,1,44,2145,76,2,68,1465,1935,26,0
15450240,1651704868,0.430973249,1,1,1,1,122,2019,27,1,123,3147,2878,55,1
6281359,1524145611,0,1,0,0,1,30,3403,78,2,146,1628,2367,29,0
5888581,1524145611,0,1,1,1,1,66,1597,22,1,50,1650,5602,26,0
5468684,1524145611,0,1,0,0,1,36,1419,26,2,107,1455,2864,27,0
6242328,1527856641,0,1,0,0,1,36,1172,55,2,85,1686,3662,29,0
6028397,1612950763,0.467474812,0,0,0,1,41,2848,29,2,87,1716,4427,30,0
15450240,1531277375,0.494397981,1,0,1,1,40,1530,43,1,251,1434,3013,56,1
5505215,1524145611,0,1,0,0,1,36,813,40,2,53,1404,4911,0,0
12226541,1524145611,0.495099001,1,0,1,0,102,2611,77,1,77,1404,2870,56,0
5468684,1524145611,0,0,0,0,1,43,1337,62,1,60,1573,3759,28,0
6132593,1524145611,0.019105177,1,0,0,1,38,1668,84,2,68,1618,3199,23,0
6385647,1530647020,0.026704392,0,0,0,1,39,1385,56,2,87,1514,2240,27,0
15450240,1649639973,0.535769026,1,1,1,1,109,2867,53,1,111,3162,5680,54,1
15450240,1652498136,0.413125485,1,1,1,1,42,1478,81,1,93,2634,5636,26,1
5912397,1661999151,0.001469582,0,0,0,1,37,1645,63,1,84,1346,3560,53,0
15450240,1653324853,0.492469653,1,1,1,1,96,1694,72,1,81,1386,1659,0,1
15450240,1661519797,0.495358682,1,1,1,1,35,1670,70,1,152,1502,2574,51,1
5812422,1643447406,0,1,1,1,1,45,1655,71,1,75,1694,2729,5,1
6304898,1527070588,0.006060359,1,0,0,0,39,1369,63,3,92,1167,1166,0,0
5767540,1649393623,0,1,0,1,1,44,1758,54,3,34,1275,4302,30,0
