BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
6072463,1524565674,0,1,0,1,1,50,3745,67,3,83,2804,3634,0,0
15450240,1547828499,0,1,1,1,1,43,1073,53,3,105,2599,3810,54,0
15392386,1637494544,0.43567673,1,1,1,1,47,924,75,1,83,1562,4832,54,1
5468684,1524145611,0,0,0,0,1,31,964,89,2,102,1386,6711,54,0
5537169,1524849641,0.004600148,1,0,0,1,67,1688,26,1,114,1333,1868,25,1
5777909,1639443503,0,0,0,0,1,40,2308,64,1,99,1290,4247,60,0
15296025,1524145611,0.531333384,1,0,0,1,44,1092,58,3,100,1699,4636,53,1
15450240,1655591702,0.604239527,1,1,1,1,117,3015,76,1,132,2982,6513,56,1
15450240,1654413776,0.503026715,1,1,1,1,40,2227,56,2,97,2452,3504,55,1
15450240,1658867894,0.546911028,1,1,1,1,124,1809,30,1,105,1211,4321,60,1
5623818,1524145611,0,1,0,0,0,116,1695,79,1,41,1328,1770,56,0
15450240,1524145611,0,1,0,0,1,68,1108,34,1,38,1296,1925,56,0
6066963,1524145611,0,1,0,0,0,45,1039,73,2,90,1363,2372,0,0
15013636,1661999151,0.448627189,1,1,1,1,118,2231,24,1,52,2728,4602,55,1
15450240,1661999151,0.53588682,1,1,1,1,50,1621,72,1,111,3360,6923,55,1
5557989,1606457128,0,1,0,0,1,63,3825,44,1,89,2672,2689,1,0
15450240,1524145611,0,1,0,0,1,65,2231,65,1,87,1766,6267,30,1
5984467,1527560776,0,0,0,0,1,38,1027,67,1,49,1459,3097,27,0
15450240,1654952324,0.484072698,1,1,1,1,104,1461,78,1,159,2904,3935,51,1
14453108,1593518527,0,1,0,0,1,38,1057,74,1,47,1673,3840,25,0
5871763,1524145611,0,1,0,0,1,40,1237,82,1,94,1332,2872,24,0
15450240,1529267019,0,1,1,1,1,40,1500,44,3,50,1447,1269,59,1
6071243,1524145611,0,1,1,1,1,34,1011,69,3,107,1653,4741,53,1
5468684,1524145611,0,1,0,0,1,35,1666,52,2,91,1312,4306,0,0
5549690,1524145611,0,1,0,0,1,60,1026,69,2,88,1711,2945,0,0
15450240,1652280353,0.506130084,1,1,1,1,121,1303,82,3,72,1462,2351,0,1
5689881,1524145611,0,1,0,0,1,68,1310,80,3,39,1225,1860,58,0
15450240,1661999151,0.437140989,1,1,1,1,157,1456,76,1,36,1767,2510,52,1
6214368,1524145611,0,1,0,0,0,68,1854,33,2,77,1535,2434,32,0
6166426,1524145611,0,1,0,0,1,33,1043,63,1,89,1605,2794,27,0
6128498,1524145611,0,1,0,0,1,46,1539,61,3,96,1525,4245,55,0
11210342,1650314787,0.545230637,1,1,1,1,42,2449,83,1,57,1279,5298,56,0
6302758,1524512400,0,1,0,0,0,43,2563,50,1,91,3027,2570,56,0
12807973,1524145611,0,1,0,0,0,57,2565,70,1,73,1335,1464,0,0
14852464,1660164415,0.517037296,1,1,1,1,115,2922,79,1,109,1386,2982,53,1
5787378,1524201683,0,0,1,0,1,31,1554,53,2,42,1557,3448,0,0
15450240,1569118986,0.477446724,1,0,0,0,189,1527,55,1,77,1261,4222,58,0
5962369,1524145611,0.007814524,1,0,0,1,60,1666,84,1,76,1553,2793,0,1
9600581,1524145611,0.466775949,1,0,0,0,39,1256,79,1,90,1774,3065,0,0
5588928,1524145611,0,1,0,1,1,30,1055,55,2,56,1575,1711,0,0
15450240,1648864326,0.452107209,1,1,1,1,86,1445,73,1,44,2948,4205,53,1
15450240,1661999151,0.49528174,1,1,1,1,108,1547,25,1,78,2771,5421,54,1
6204333,1524145611,0,1,0,0,1,62,1609,69,2,61,1552,1359,27,1
12297987,1524145611,0.517556294,1,0,0,1,38,1619,56,1,89,2274,2252,30,0
15450240,1661999151,0.453963674,1,0,0,1,31,3253,70,3,145,1510,4538,53,1
14893523,1653742750,0.478939232,1,1,1,1,75,1771,74,3,161,1296,4302,49,1
15450240,1657509352,0.554905022,1,1,1,1,45,1440,71,3,114,1785,3924,49,1
6301211,1536099458,0,1,0,0,0,48,1004,50,2,77,1822,3711,27,0
5742840,1524145611,0,1,1,0,1,30,1017,53,2,30,1202,2689,0,0
15450240,1648347903,0.414405363,1,0,0,1,40,2577,81,1,102,1461,2675,25,1
6297032,1524145611,0.027679219,1,0,0,0,59,1313,35,2,94,1723,3758,29,0
15450240,1650907933,0.470685158,1,1,1,1,72,2709,74,1,106,1791,7237,56,1
6010532,1524145611,0.016280949,1,1,0,1,52,1211,42,1,86,1557,1899,0,0
5958392,1654150638,0.48740273,0,0,0,1,50,1111,71,2,71,1703,1615,29,0
15450240,1653924117,0.596056697,1,1,1,1,46,1748,45,1,88,1266,2584,61,1
5623988,1524145611,0,0,0,0,1,44,1008,53,2,58,1277,2108,29,0
6279166,1530820857,0,1,1,1,1,98,1495,15,2,83,2516,3123,58,1
5751828,1524145611,0,1,0,0,1,44,1591,40,1,99,1543,3671,54,0
15450240,1661999151,0.513561711,1,1,1,1,106,2475,31,2,75,1400,3174,53,1
5657069,1524145611,0.496971063,1,0,0,1,31,1789,57,3,84,1514,3272,26,0
15450240,1655989075,0.515629431,1,1,1,1,121,1164,68,1,30,1511,3550,51,1
6024761,1531380664,0,0,0,0,1,44,1020,71,1,44,1373,5045,52,0
14725287,1661999151,0.541644158,1,1,1,1,189,2717,73,2,60,1732,5529,52,1
6584572,1529514431,0,1,0,0,1,54,1047,69,2,53,1571,1804,0,0
10845852,1524171501,0,0,0,0,1,44,1026,56,2,30,1547,4035,33,0
5848380,1529311233,0,1,0,0,0,62,1606,61,2,48,1623,2951,23,0
15121655,1642900690,0.431065559,1,1,1,1,124,2224,54,1,77,1692,4548,56,1
15450240,1641576637,0.485505013,1,1,1,1,42,2219,74,1,30,2944,6063,49,1
5493153,1524145611,0,1,0,0,1,66,928,73,2,57,1223,1442,51,0
5499337,1524560892,0,0,0,0,1,39,1623,2,2,67,1481,1781,0,0
15450240,1595744979,0,0,0,0,1,65,792,79,2,165,1665,3190,0,0
