BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
15450240,1643999529,0.497909452,1,1,1,1,32,2777,67,1,118,1517,3069,27,1
15450240,1653031144,0.43110161,1,0,0,1,124,2270,17,1,108,2898,3852,50,0
6325163,1524641938,0,1,0,0,1,38,1484,60,2,106,1396,3314,22,0
15450240,1661999151,0.496817946,1,1,1,1,66,1435,53,3,77,1532,4338,61,1
5897466,1527355983,0.024574345,0,0,0,1,65,1329,43,1,36,1508,1894,0,0
15125075,1658439430,0.443257985,1,1,1,1,48,1570,67,1,86,1435,4699,56,1
15450240,1658287104,0,1,0,0,1,119,2293,75,1,69,1403,2531,56,0
5468684,1524145611,0.522304023,1,0,0,1,75,1680,70,1,46,1008,1489,25,1
6118620,1524145611,0,1,1,0,1,42,1649,37,1,104,1316,2441,50,1
15450240,1661999151,0.564773853,1,1,1,1,110,1979,37,1,294,1646,4815,50,1
5827934,1524145611,0.00768658,1,0,0,1,69,1578,89,3,36,1543,3583,26,0
5476985,1524145611,0.009811977,1,0,0,1,34,1569,75,2,43,955,2443,56,0
15450240,1524145611,0,1,0,1,1,40,1662,46,1,116,1237,2548,0,0
15450240,1655202118,0.593841005,1,1,1,1,37,1581,66,1,69,1439,5849,59,1
6532429,1656668950,0,1,0,0,0,118,1905,49,3,68,2231,5811,25,0
15450240,1524145611,0,1,1,1,1,40,1018,53,3,75,1368,2873,56,1
5687477,1537451610,0,0,0,0,1,42,916,53,2,67,1306,3045,24,0
5558246,1524145611,0,0,0,0,1,71,1523,67,1,80,1608,1684,0,0
6024911,1637334272,0.537456091,1,1,1,1,68,1694,67,1,58,1436,2866,29,0
5844312,1524145611,0,1,0,0,1,72,1056,53,2,44,1422,3531,0,0
15450240,1659503463,0.443041584,1,0,0,1,35,1088,49,1,105,1585,3993,53,0
5645742,1524378595,0,1,0,1,1,62,2233,62,3,56,1734,4982,28,0
14149298,1645929779,0.524706749,0,1,0,1,62,1576,45,1,79,2767,3038,51,0
15450240,1630372504,0.450450837,1,1,1,1,44,2851,35,1,88,2311,5026,54,1
15450240,1634544357,0,0,0,0,1,116,1079,24,3,112,2522,5088,29,0
5881564,1529431973,0,1,1,0,1,30,898,61,2,97,1054,5979,52,0
5957418,1530053874,0,1,0,0,1,30,1239,52,2,93,1303,2366,27,0
5997703,1524145611,0,0,0,0,1,108,904,59,3,113,1449,1196,52,0
15450240,1661999151,0.010656987,1,1,0,1,43,1685,61,1,191,1704,3346,60,1
5874096,1524145611,0,1,0,0,1,47,782,74,3,99,2505,3223,53,0
5942112,1524145611,0,1,0,0,0,37,961,83,2,30,1653,2018,0,0
6115133,1524145611,0,1,0,0,1,30,1001,28,1,108,1446,3266,55,0
5468684,1528434004,0,1,0,0,1,35,1307,81,1,104,1703,5568,53,0
15450240,1643995617,0.482694632,1,1,1,1,189,2542,77,1,224,3060,5087,53,1
15450240,1661999151,0.465958677,1,1,1,1,76,2933,74,1,97,1334,5259,57,1
15450240,1653154816,0.519823074,1,1,1,1,77,1454,47,1,109,1871,6272,52,1
11886660,1558339923,0,1,0,0,0,107,1568,63,2,111,2927,2586,54,0
15450240,1647042339,0.010072053,1,0,0,0,43,992,27,2,119,1594,2075,55,0
15450240,1661999151,0.543178839,1,1,1,1,71,2671,76,1,104,2692,4697,49,1
15450240,1643646701,0.493494272,0,1,1,1,125,2584,40,2,133,1538,2452,50,1
6511945,1524145611,0,1,0,0,0,44,1523,61,2,63,1729,2116,0,0
15450240,1646696936,0.519555939,1,0,1,0,189,1626,46,1,92,2688,5086,53,1
6092598,1524145611,0,1,0,0,0,59,950,52,2,40,1818,2119,0,0
6377950,1524145611,0,1,0,0,1,44,1529,44,2,82,1642,3108,0,0
6395133,1524145611,0,1,1,1,1,38,1639,52,2,107,1537,1630,58,0
15450240,1660732732,0.547509705,1,1,1,0,67,2450,77,3,124,1093,5453,52,1
5827448,1524145611,0,0,0,0,1,54,2663,74,3,100,1349,2182,0,0
15024326,1661999151,0.442826592,1,1,1,1,98,1638,27,1,53,2770,5084,52,1
6123729,1656679495,0,1,1,1,1,102,1165,45,2,41,1320,4666,26,1
15450240,1645150849,0,1,1,1,1,37,2310,50,1,78,1572,2343,26,1
15450240,1618266353,0,0,0,1,1,31,1565,81,2,88,1374,3089,25,0
15450240,1524145611,0.522295041,1,1,1,1,107,2879,65,1,57,2586,4097,52,1
5579392,1524145611,0,1,0,0,1,33,1062,59,2,52,1806,2123,22,0
13294615,1524145611,0,1,0,0,0,40,1006,17,2,111,1450,2632,29,0
15450240,1648547383,0.551311931,1,1,1,1,125,1748,79,1,97,2758,5289,55,1
6211146,1525216883,0,1,0,0,1,30,885,55,1,52,1747,2821,29,0
6307974,1527719135,0,1,0,0,1,39,1080,72,2,63,1577,3599,25,0
15450240,1660026488,0.469047722,1,1,1,1,44,3430,42,1,95,1681,4109,52,1
6189578,1655160987,0,1,0,0,1,36,1167,84,2,73,2062,3592,54,0
6484996,1524145611,0.029701472,1,0,0,1,39,1729,60,1,106,1339,3313,27,0
15450240,1661999151,0.503089834,1,1,1,1,117,1808,75,1,88,1713,5762,51,1
6484898,1524145611,0,1,0,0,1,56,1339,418,3,99,1338,1555,0,0
6073194,1524430960,0.003764374,0,0,0,1,44,817,70,2,88,1734,3526,0,0
5472883,1525602488,0,1,0,0,0,74,1588,59,1,96,1381,1858,23,0
5592310,1526402392,0,1,1,1,1,98,2714,78,2,92,1468,3710,29,1
5869786,1524145611,0.017561129,1,0,0,1,36,1349,77,2,87,1624,2939,24,0
5557790,1524145611,0,1,0,0,1,45,1706,64,2,65,1551,3381,26,0
5961966,1524145611,0,1,0,1,1,65,1597,75,2,111,1310,2736,0,1
15450240,1656095835,0.489762678,1,0,1,1,112,3850,62,1,73,1669,4498,50,1
