BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
6171381,1524145611,0.019254798,1,0,0,1,59,1391,73,1,64,1529,2296,0,0
14756875,1656165441,0.584831759,1,1,1,1,119,2963,48,3,120,1347,4082,56,1
15450240,1642267423,0.437696398,1,1,1,1,35,3850,36,2,230,1610,3339,57,1
6045949,1654783144,0.51818532,1,1,0,1,57,1083,77,2,102,2959,3195,51,1
6372609,1634087462,0.454064647,1,1,1,1,70,2999,47,1,74,1539,3364,56,1
15450240,1661999151,0.439724767,1,1,1,1,161,2447,54,3,58,2697,4869,57,1
15450240,1648791959,0.475105906,1,1,1,1,111,2671,60,3,132,1391,5346,55,1
15450240,1651869903,0.436401557,1,1,1,1,31,2447,54,3,99,2003,5794,53,1
5468684,1524145611,0,1,0,0,1,75,1281,76,2,96,1607,2215,27,0
15450240,1657736222,0.509842486,1,1,1,1,121,3068,72,1,202,2833,4913,57,1
5829700,1524145611,0,0,0,0,1,46,1370,67,1,53,1415,2191,28,0
6093772,1524145611,0.008421289,1,0,0,1,45,1489,50,2,104,1530,1684,27,0
15450240,1661999151,0.461563701,1,1,1,1,46,2379,78,1,125,2167,5410,49,0
15450240,1653313302,0.535302793,1,1,1,1,62,2517,13,1,107,2502,4942,53,1
15099596,1654685188,0.531101548,1,1,1,1,97,1024,56,3,100,1609,4415,55,1
15450240,1661999151,0.455669819,1,1,1,1,105,2591,63,3,49,3069,4034,52,1
5689929,1524145611,0,0,0,0,1,38,1546,48,2,33,1504,2525,24,0
15450240,1643612446,0.488545578,1,1,1,1,42,2261,57,1,102,2367,5322,54,1
15450240,1642859312,0.492582838,1,1,1,1,118,2704,51,1,79,1648,4684,55,1
6235766,1524145611,0,1,0,0,0,59,1412,58,2,79,1376,2303,28,0
15450240,1657104238,0.477631019,1,1,1,1,55,2479,78,1,90,1722,5218,53,1
5530165,1524145611,0.001637334,0,0,0,1,40,1000,51,1,68,1877,1773,50,0
5468684,1524145611,0,1,1,0,1,77,1731,73,3,77,1135,2710,26,0
14026141,1661999151,0.536862106,1,0,0,0,43,2330,71,1,74,1590,4690,57,0
5780928,1524145611,0,1,0,0,0,33,1459,63,2,85,1696,2438,0,0
6169273,1524145611,0,1,1,0,1,36,1503,13,3,112,1300,2962,27,0
15450240,1646151738,0.500000565,1,1,1,1,92,3850,55,1,45,2941,5888,51,1
5499433,1584660470,0.538426151,1,1,1,1,55,1637,6,1,99,1647,3043,63,0
6297032,1660426098,0.523902632,1,0,0,1,40,2403,25,1,91,1505,2875,30,1
11859615,1529723613,0,1,1,0,1,64,1298,85,2,120,1434,2968,24,0
5659999,1556789188,0,1,0,0,1,92,1788,27,2,38,1426,1659,0,0
6581937,1524145611,0.512535293,1,0,0,1,41,3005,20,2,75,1766,2177,28,1
15450240,1657714202,0.440013757,1,0,1,1,70,2098,52,3,213,1928,4664,52,1
15450240,1641735340,0.520298517,1,1,1,1,114,2474,48,1,107,1679,5149,51,1
5838450,1524145611,0,1,1,0,1,42,1572,54,2,210,1234,2044,25,0
5862695,1524145611,0.004208468,1,0,0,1,74,1019,89,2,96,1432,3082,0,1
6044874,1524145611,0,1,0,0,0,32,929,61,2,47,1449,2403,23,0
5624343,1524145611,0,1,0,0,1,45,1407,84,2,104,1522,2456,31,0
14116046,1657559464,0,1,1,1,1,35,1164,61,1,88,1187,1884,59,1
15450240,1645560977,0.465882394,1,1,0,1,49,1010,39,3,162,1530,4140,60,1
5999141,1528444434,0.004773913,0,0,0,1,67,1398,59,3,294,1766,2929,51,0
5581338,1524145611,0.000108885,1,0,1,1,42,1586,57,3,92,1454,3963,26,0
