BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
15450240,1638639488,0.467507959,1,1,1,1,48,2175,53,1,116,1745,4983,62,1
5468684,1525792623,0,1,0,0,0,44,1344,51,3,88,1523,2270,0,0
5618218,1647161049,0,0,0,0,1,42,1528,53,1,62,1305,2549,57,0
15450240,1656547252,0.009096296,1,0,0,1,47,994,56,1,162,1474,2851,58,1
6227192,1524145611,0,0,0,0,1,57,1295,51,1,50,1596,3090,27,0
5477443,1524145611,0,1,0,0,1,57,829,48,1,102,2593,3790,24,0
7348665,1524145611,0,0,0,0,1,96,2017,63,1,131,2249,3981,26,0
15450240,1652357344,0.522559364,1,1,1,1,120,2671,41,1,97,1692,5346,56,1
5468684,1524271827,0.010063521,0,0,0,1,36,1246,60,2,76,1046,2876,51,0
5788645,1524145611,0,1,0,0,1,45,1002,47,2,84,1531,2519,0,0
15094409,1548403344,0.592614722,1,1,0,1,48,1440,75,1,83,1605,4560,56,1
12336076,1524145611,0,1,1,1,1,40,1496,74,1,97,1444,3900,53,1
5525686,1524145611,0,0,0,0,1,36,967,55,3,74,1823,2956,29,0
5811144,1525997938,0,0,0,0,1,34,1037,26,1,92,2387,2335,28,0
5689000,1524145611,0.054056541,1,0,0,1,44,1628,50,2,95,1835,3464,0,0
5468684,1656600290,0.478377907,1,1,1,1,108,1619,23,1,111,1465,3593,33,0
5772814,1524145611,0,0,0,0,1,56,1318,54,2,115,1240,1193,0,0
11950174,1524145611,0.519050899,1,0,0,0,61,1345,31,1,59,1510,2398,27,0
5774020,1524145611,0,1,1,0,1,72,964,76,1,49,2260,1000,57,1
15450240,1652288127,0.487758403,1,1,1,1,86,2877,53,1,198,3214,6468,54,1
6337547,1642834442,0.431895969,1,1,0,1,45,2891,48,1,93,1446,1056,52,1
15450240,1649519897,0.425261327,1,1,1,1,106,3850,28,1,229,1859,6325,30,1
6135139,1528014414,0,0,0,0,1,67,1079,52,2,92,1508,1358,27,0
5521152,1642778698,0.442368326,1,0,0,1,46,1042,74,3,113,1630,6539,56,0
5468684,1524423937,0,1,0,0,0,43,1706,35,1,44,1454,1838,27,0
5468684,1524145611,0.000771564,1,1,0,1,92,762,59,1,75,1211,1177,0,1
5468684,1524145611,0,1,0,0,1,115,1544,7,2,38,1394,2579,23,0
6105795,1524145611,0,1,0,0,1,42,1081,56,2,42,1017,1340,0,0
6323642,1524263200,0.01106645,1,0,0,1,30,1627,40,1,30,1347,2694,0,0
14975446,1648636942,0.013349011,1,1,1,1,46,1572,75,3,104,1342,1687,25,1
5650115,1524317372,0,1,0,0,0,83,1747,73,1,83,1344,3232,26,0
6185033,1524145611,0,1,0,0,1,53,1057,71,2,62,1579,3285,0,0
15450240,1524145611,0.471810772,1,1,1,1,30,955,82,1,184,1645,3451,52,1
6265339,1524145611,0,0,0,0,1,35,3399,60,2,123,1395,1866,55,0
5468684,1655794419,0.468609848,1,0,0,0,73,1507,66,2,59,1534,3736,64,0
14116247,1531041893,0,1,0,0,0,30,1523,74,1,81,1390,3426,0,0
5468684,1524145611,0,1,0,0,1,33,2355,47,2,79,1318,2054,32,0
14631390,1524145611,0,1,0,0,0,149,1098,418,3,74,1217,2913,4,0
15450240,1640782514,0.507300076,1,0,1,1,43,2483,60,1,63,2747,2090,29,1
5877889,1524145611,0,0,0,0,1,37,1606,4,3,66,1331,2907,28,0
15450240,1640076201,0.510710146,1,1,1,1,103,1720,76,1,115,2732,4367,57,1
15450240,1650970219,0,1,1,1,1,55,2824,53,1,75,1461,3713,0,1
5948043,1524145611,0,1,0,0,1,35,1042,70,1,109,1340,1980,51,0
5555295,1524145611,0.032464599,0,0,0,1,47,1543,10,3,55,1791,2667,0,0
15450240,1652157976,0.514497677,1,1,1,1,109,2579,63,3,151,1632,5389,54,1
15450240,1644992911,0,1,0,0,1,35,1427,67,1,45,2089,6184,52,1
13222345,1661999151,0,1,1,1,1,97,1017,42,3,113,1315,4922,27,1
6530416,1654323682,0,1,0,0,1,45,870,74,3,124,1583,3316,54,0
6173850,1524145611,0,1,0,1,1,42,2620,41,2,70,1688,4009,56,0
6454010,1524877754,0.001036242,1,0,0,1,64,1839,63,1,87,1720,3618,31,0
6081527,1524145611,0,1,0,0,1,42,1528,46,3,102,2188,4837,54,0
15450240,1652245738,0.491886491,1,1,1,1,80,2546,40,3,99,1330,3018,63,1
6235133,1524145611,0,1,0,0,1,54,1565,82,2,53,1441,2886,23,0
15450240,1524145611,0.504735638,1,1,0,1,103,1797,81,1,66,2272,1898,0,0
15450240,1650341437,0.468498782,1,1,1,1,81,1389,49,1,90,1371,4092,53,1
5668315,1524145611,0,1,0,0,1,38,2561,34,1,95,1025,2054,30,0
6335553,1525423813,0,1,0,1,0,43,1644,40,1,69,1382,921,28,0
15450240,1651084493,0.457698524,1,0,0,0,30,1023,68,1,123,2418,4796,60,1
6038439,1524145611,0,1,0,0,0,49,1068,74,2,123,1471,921,0,0
6196931,1525632932,0.040770235,0,0,0,1,35,1478,76,2,47,2516,2591,0,0
15231967,1653499108,0.429089766,1,1,1,1,104,1396,71,1,117,1734,6487,54,1
15450240,1651852686,0.509885948,1,1,1,1,48,1549,58,2,117,1663,3287,59,1
15450240,1654418081,0.464170185,1,1,1,1,108,2544,82,1,84,2846,6560,50,1
15450240,1566985469,0,1,0,1,1,47,1227,38,2,56,1529,2129,55,0
5649868,1524145611,0,1,0,0,0,81,1455,49,2,102,2328,2910,58,0
6223427,1571953063,0,1,0,0,1,45,1805,49,1,101,1545,5821,33,0
15450240,1644598282,0.559001137,1,1,1,1,114,1065,56,1,81,1664,3422,52,1
15450240,1647818005,0.523826164,1,1,1,1,112,1773,87,1,82,1447,4436,60,1
5468684,1524809903,0,1,0,0,1,40,2443,65,3,123,1060,2223,28,0
15450240,1651032752,0.451530015,1,1,1,1,57,2840,78,1,106,1564,2312,53,1
14864217,1524145611,0.523801001,1,1,1,1,45,1312,46,1,80,1632,3272,55,1
15450240,1656555980,0.475734831,1,1,1,1,78,2276,57,1,197,1572,4457,49,1
5468684,1524145611,0,1,1,0,1,45,1891,43,1,99,1626,3750,0,0
15450240,1647152108,0.529361487,1,1,1,1,107,1647,76,1,92,1551,3396,59,1
15450240,1631994654,0.499860142,1,1,1,1,52,3505,88,1,93,1512,1510,51,1
15450240,1658575077,0.497637482,1,1,0,1,39,1727,43,2,92,1521,3294,25,1
5468684,1529636216,0.010014793,1,0,0,1,48,1701,38,1,53,1178,3196,0,0
