BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
12466646,1524145611,0,1,0,0,0,43,1154,54,1,92,1214,1717,54,0
15450240,1658027281,0,1,1,1,1,115,3036,68,1,114,3028,5747,52,1
5549089,1526640355,0.000806892,0,0,0,1,35,1421,54,3,66,1607,2448,0,0
6140725,1524145611,0,1,0,0,0,40,1409,47,2,55,1339,1516,0,0
15450240,1653388850,0.426780935,1,1,1,1,43,1883,65,1,37,2918,3124,51,1
15450240,1641776616,0.547742602,1,1,1,1,116,2441,76,1,91,2213,6430,59,1
6115142,1524145611,0,1,0,0,0,51,1897,30,2,38,1721,1591,32,0
5468684,1524145611,0.609540985,1,0,0,0,48,1875,61,1,45,1496,4012,25,0
15450240,1661311170,0.396534995,0,0,0,1,40,1833,76,1,65,1356,4149,26,0
15450240,1661615701,0.436105556,0,0,0,1,40,998,78,3,278,1621,4676,50,1
15450240,1661999151,0.488100986,1,1,1,1,61,1046,35,1,89,1426,4581,58,1
5468684,1524145611,0.00967576,0,0,0,1,50,1192,64,2,104,1327,1329,24,0
6020656,1524145611,0,1,0,0,1,47,2904,46,2,114,1494,3097,24,0
6577581,1661921579,0.536885679,1,1,1,1,68,1126,47,1,101,3057,4392,61,1
15450240,1642886199,0.489690507,1,1,1,1,96,2139,64,2,113,1568,2592,64,1
5861268,1524145611,0,1,0,0,1,36,1726,34,2,97,1436,5270,0,1
15450240,1648808088,0.512350386,1,1,1,1,46,1716,37,1,100,1730,4281,0,1
5917864,1524145611,0,1,0,1,1,142,1032,50,2,84,1359,2466,26,0
5665712,1524145611,0,1,0,0,0,44,1405,87,2,63,1591,1844,0,0
15450240,1645788127,0.464354589,1,1,1,1,36,1569,43,1,95,1676,6195,57,1
5788842,1524145611,0,1,0,0,1,56,2180,51,1,83,1427,3059,27,0
14987808,1648001260,0.465896128,1,1,1,1,69,2457,27,3,109,2203,3338,48,1
14705507,1524145611,0,1,1,0,1,39,976,47,1,80,1350,2054,0,0
5468684,1524145611,0,1,0,0,1,31,1417,85,3,45,1388,3333,0,0
15450240,1652966470,0.499437146,1,1,1,1,107,1759,44,1,105,1514,3570,33,1
14417866,1524145611,0,1,0,1,1,70,902,68,1,49,1558,2554,26,0
5682651,1524145611,0,1,0,0,1,42,978,67,1,101,1604,2793,23,0
15450240,1647154301,0.416564064,1,1,1,1,180,3850,62,1,91,2825,5766,53,1
15450240,1661999151,0.450214737,0,0,0,1,125,1237,55,1,55,1353,4663,52,1
5956303,1659005981,0,1,0,0,0,33,1637,32,1,115,2416,5433,31,0
15450240,1598231762,0.48897968,1,1,0,1,30,1857,17,1,50,1589,3293,25,0
15450240,1653393845,0.553996213,1,1,1,1,94,2643,35,3,98,2095,2438,60,1
15450240,1524145611,0,1,0,0,1,47,1021,58,2,141,1156,2266,25,0
5468684,1524145611,0,1,0,0,0,34,1013,54,3,50,1316,3123,61,0
5757018,1524145611,0.477658721,1,0,0,1,73,1458,91,1,83,2479,2463,24,0
15450240,1646095181,0.481489755,1,1,1,1,123,1656,54,1,96,1506,3387,30,0
6190407,1524145611,0,0,0,0,1,30,1702,73,1,94,1227,2392,0,0
15450240,1624309033,0,1,1,0,1,35,1085,71,2,63,1555,4291,29,0
6290945,1524145611,0,1,0,1,1,62,695,88,2,85,1423,2360,0,0
5549963,1524145611,0,0,0,0,1,41,2452,82,2,56,1555,2707,57,0
15450240,1524145611,0.00090644,1,1,1,1,76,993,73,1,80,1328,2544,52,1
15240446,1570103462,0.485670952,1,1,0,1,113,1708,34,2,88,1447,2124,50,0
5468684,1524145611,0,1,0,0,1,59,1327,78,2,96,1671,2757,23,0
5968403,1524145611,0,1,0,1,1,30,1429,64,1,30,1069,1913,58,1
6051369,1524145611,0.002672102,0,0,0,1,55,3850,74,3,71,1648,3363,0,0
6128476,1525803882,0,0,0,0,1,31,1706,40,2,46,1807,2730,25,0
15450240,1643847561,0.527382429,1,1,0,1,96,1296,45,1,36,2930,3793,58,1
15450240,1661999151,0.459589755,1,0,0,0,41,3093,31,1,102,1185,5287,52,0
14925487,1640757644,0.470292979,1,1,1,1,79,3850,89,1,30,2290,921,49,1
6190383,1529436062,0,1,0,0,1,30,1118,52,2,90,1417,3264,0,0
5468684,1530291005,0,0,0,0,1,33,1632,69,2,91,1557,2387,24,0
5653417,1527124853,0.021173762,0,0,0,1,35,1111,52,2,104,1518,2875,0,0
6142714,1524145611,0,1,0,0,0,43,1574,57,2,46,1535,1798,0,0
15450240,1640694991,0.493972379,1,1,1,1,59,3850,67,1,73,1474,4287,53,1
5685035,1526728069,0,1,0,0,1,46,1045,75,1,86,1470,2884,0,0
5769487,1524145611,0.022080319,1,0,0,1,56,1584,56,3,109,1185,2878,32,1
15450240,1524145611,0,1,1,0,1,37,1565,57,1,87,2475,4030,62,1
15450240,1524145611,0.524453774,1,1,0,1,124,875,155,3,141,1540,3668,54,1
13578254,1661999151,0.008538858,0,1,0,1,93,1447,44,3,76,1529,4450,59,0
5574378,1527773165,0,1,0,0,1,110,1657,50,1,92,1354,3037,29,1
5904964,1642670514,0.513629548,1,0,1,1,189,1704,52,1,50,1489,2631,62,1
13997890,1644050319,0.491476815,1,1,0,1,54,2618,24,1,93,1411,2809,24,0
6001285,1524145611,0,1,0,0,1,41,1193,46,3,86,2271,2016,29,0
14712412,1640431927,0.433851348,1,0,1,1,42,3850,49,1,89,1464,2632,53,1
14088934,1637782961,0.511914357,1,1,1,1,43,2126,84,1,81,1486,2897,26,1
15450240,1646709504,0.576882378,1,1,1,1,108,2671,40,1,76,1738,3958,56,1
15450240,1658162769,0.482421869,1,1,1,1,44,2452,57,1,176,2724,3199,62,1
15165717,1650600207,0,1,1,1,1,103,1015,46,1,83,1519,3607,55,1
15450240,1647801048,0.508070082,0,1,1,1,37,1681,84,1,84,1454,4254,55,1
15450240,1661999151,0.555980626,1,1,1,1,40,2926,29,1,152,2139,5425,57,1
13951294,1524145611,0.024754641,0,0,0,1,30,1060,63,1,30,1150,1283,0,0
15176852,1524145611,0.530196036,1,0,1,1,32,1448,30,1,31,1369,4445,54,0
6310615,1524145611,0,1,0,0,0,36,1159,82,2,88,1690,1181,0,0
6292691,1524145611,0,1,1,1,1,41,1594,59,1,111,1452,3193,56,0
5814884,1524145611,0,1,0,0,0,44,1307,83,2,81,1635,2489,25,0
15450240,1651837033,0.406894573,1,1,1,1,136,2824,52,1,98,1929,4783,52,1
15450240,1658394388,0.402257363,1,1,1,1,89,1654,56,1,106,1527,3098,55,1
15450240,1655942889,0.570961068,1,1,1,1,102,2551,75,2,64,1654,4205,55,1
