BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5593701,1524145611,0,1,0,0,1,47,804,72,3,66,1799,3013,25,0
6435361,1524145611,0.002708608,1,0,0,1,44,1433,83,2,98,1400,1247,28,0
5775448,1526394864,0,1,0,0,0,36,1430,56,1,89,1379,1680,24,0
15450240,1661999151,0.574207707,1,1,1,1,135,2315,76,1,120,1546,4584,53,1
15076053,1644515408,0.493716048,1,1,1,1,46,1006,87,2,167,1411,3887,50,1
5983374,1525671105,0.452530237,1,0,0,0,46,925,43,3,75,1331,4022,53,0
15450240,1558501627,0,1,0,0,1,40,825,35,2,88,2248,4740,56,1
15450240,1525143732,0,1,1,1,1,36,1424,75,3,274,1395,3681,28,1
5859577,1524145611,0,1,0,0,1,30,1625,56,1,72,1013,2414,28,0
6234619,1524145611,0,1,0,0,0,41,1676,60,1,64,2799,5336,0,0
5537103,1524256389,0,0,0,0,1,37,3694,44,2,203,1547,3074,0,0
6204497,1524145611,0,1,0,0,1,38,1778,33,2,87,1514,1625,0,0
15450240,1653274904,0.492214381,1,1,1,1,105,2879,66,1,69,1588,4767,62,1
5494275,1597286188,0,1,0,0,1,48,1096,78,2,74,1653,2585,51,1
5832991,1524145611,0,1,0,0,0,45,1261,71,2,79,1689,3368,30,0
5870045,1524145611,0,1,0,0,1,37,1585,61,1,101,1675,2849,28,0
15450240,1524145611,0.509301992,1,1,1,1,121,2596,81,1,64,3015,4968,55,1
6003225,1524145611,0,1,0,0,1,49,1602,23,1,116,1622,4197,30,0
5468684,1524145611,0,1,0,0,1,45,1392,11,3,141,1201,972,29,1
6431657,1524145611,0,1,0,0,0,33,1549,16,2,88,1706,1828,0,0
6375597,1524255969,0,1,0,1,1,106,1781,52,1,57,1498,3719,32,0
5641375,1598871478,0,1,0,0,1,45,1822,80,2,91,1530,3381,31,0
14113729,1609417801,0.522257373,1,1,1,1,117,1375,56,1,105,1727,5487,56,1
15450240,1658444771,0.446195166,1,1,1,1,41,2594,69,1,92,2374,4865,54,1
6160898,1525133856,0,1,0,0,0,38,1679,48,2,78,1693,2032,24,0
15450240,1598220190,0.61769529,1,1,0,1,104,1629,37,2,61,1335,2415,30,0
6035315,1651912844,0.013672339,1,0,1,1,71,1074,54,1,110,1300,4050,0,0
5468684,1528289158,3.25E-05,1,1,0,1,77,1678,19,1,87,1316,3129,25,0
8214324,1661999151,0,1,0,0,0,60,1484,66,3,72,1626,4702,60,0
